row	sample	page	QC	karyotype
706	161018_HMFregCPCT_FR12244713_FR12244332_CPCT02070018		r	01:00
707	161018_HMFregCPCT_FR12244713_FR12244332_CPCT02070018		p	01:01
708	161018_HMFregCPCT_FR12244713_FR12244332_CPCT02070018		r	02:01
709	161018_HMFregCPCT_FR12244713_FR12244332_CPCT02070018		r	02:00
710	161018_HMFregCPCT_FR12244713_FR12244332_CPCT02070018		p	02:02
711	161018_HMFregCPCT_FR12251526_FR12244330_CPCT02040037		r	01:00
712	161018_HMFregCPCT_FR12251526_FR12244330_CPCT02040037		p	01:01
713	161018_HMFregCPCT_FR12251526_FR12244330_CPCT02040037			02:01
714	161018_HMFregCPCT_FR12251526_FR12244330_CPCT02040037			02:00
715	161018_HMFregCPCT_FR12251526_FR12244330_CPCT02040037			02:02
716	161022_HMFregCPCT_FR12244700_FR12244338_CPCT02010415		f	01:00
717	161022_HMFregCPCT_FR12244700_FR12244338_CPCT02010415		p	01:01
718	161022_HMFregCPCT_FR12244700_FR12244338_CPCT02010415		p	02:01
719	161022_HMFregCPCT_FR12244700_FR12244338_CPCT02010415		p	02:00
720	161022_HMFregCPCT_FR12244700_FR12244338_CPCT02010415			02:02
721	161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020			01:00
722	161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020		p	01:01
723	161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020		p	02:01
724	161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020		p	02:00
725	161022_HMFregCPCT_FR12244707_FR12244333_CPCT02070020		p	02:02
726	161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419		p	01:00
727	161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419		p	01:01
728	161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419		p	02:01
729	161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419		p	02:00
730	161022_HMFregCPCT_FR12244725_FR12244336_CPCT02010419		p	02:02
731	161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033			01:00
732	161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033		r	01:01
733	161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033			02:01
734	161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033			02:00
735	161022_HMFregCPCT_FR12244737_FR12244339_CPCT02080033			02:02
736	161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043			01:00
737	161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043			01:01
738	161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043		p	02:01
739	161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043		p	02:00
740	161022_HMFregCPCT_FR12244738_FR12244347_CPCT02040043		r	02:02
741	161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021		p	01:00
742	161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021		p	01:01
743	161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021		p	02:01
744	161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021		p	02:00
745	161023_HMFregCPCT_FR12244714_FR12244334_CPCT02070021			02:02
746	161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051		r	01:00
747	161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051		p	01:01
748	161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051		p	02:01
749	161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051			02:00
750	161024_HMFregCPCT_FR10302745_FR10245413_CPCT02050051			02:02
751	161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052		p	01:00
752	161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052		p	01:01
753	161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052		p	02:01
754	161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052			02:00
755	161024_HMFregCPCT_FR10304577_FR10245414_CPCT02050052			02:02
756	161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053			01:00
757	161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053		p	01:01
758	161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053		p	02:01
759	161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053		p	02:00
760	161024_HMFregCPCT_FR12251944_FR10245415_CPCT02050053		p	02:02
761	161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270		p	01:00
762	161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270		p	01:01
763	161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270		r	02:01
764	161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270			02:00
765	161024_HMFregCPCT_FR12254271_FR10245412_CPCT02030270			02:02
766	161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008			01:00
767	161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008		p	01:01
768	161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008		p	02:01
769	161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008		p	02:00
770	161025_HMFregCPCT_FR10304591_FR10245424_CPCT02110008		p	02:02
771	161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056			01:00
772	161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056		p	01:01
773	161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056		p	02:01
774	161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056		p	02:00
775	161025_HMFregCPCT_FR10304598_FR10245417_CPCT02050056		r	02:02
776	161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055		f	01:00
777	161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055		p	01:01
778	161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055		p	02:01
779	161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055		r	02:00
780	161025_HMFregCPCT_FR12251595_FR10245416_CPCT02050055		p	02:02
781	161028_HMFregCPCT_FR10304606_FR10245419_CPCT02050058		r	01:00
782	161028_HMFregCPCT_FR10304606_FR10245419_CPCT02050058		p	01:01
783	161028_HMFregCPCT_FR10304606_FR10245419_CPCT02050058		p	02:01
784	161028_HMFregCPCT_FR10304606_FR10245419_CPCT02050058		p	02:00
785	161028_HMFregCPCT_FR10304606_FR10245419_CPCT02050058		p	02:02
786	161028_HMFregCPCT_FR10304609_FR10245418_CPCT02050057			01:00
787	161028_HMFregCPCT_FR10304609_FR10245418_CPCT02050057			01:01
788	161028_HMFregCPCT_FR10304609_FR10245418_CPCT02050057			02:01
789	161028_HMFregCPCT_FR10304609_FR10245418_CPCT02050057			02:00
790	161028_HMFregCPCT_FR10304609_FR10245418_CPCT02050057			02:02
791	161028_HMFregCPCT_FR12244705_FR10245422_CPCT02050063			01:00
792	161028_HMFregCPCT_FR12244705_FR10245422_CPCT02050063			01:01
793	161028_HMFregCPCT_FR12244705_FR10245422_CPCT02050063			02:01
794	161028_HMFregCPCT_FR12244705_FR10245422_CPCT02050063			02:00
795	161028_HMFregCPCT_FR12244705_FR10245422_CPCT02050063			02:02
796	161028_HMFregCPCT_FR12251617_FR10245421_CPCT02050061			01:00
797	161028_HMFregCPCT_FR12251617_FR10245421_CPCT02050061			01:01
798	161028_HMFregCPCT_FR12251617_FR10245421_CPCT02050061			02:01
799	161028_HMFregCPCT_FR12251617_FR10245421_CPCT02050061			02:00
800	161028_HMFregCPCT_FR12251617_FR10245421_CPCT02050061			02:02
801	161028_HMFregCPCT_FR12254217_FR10245420_CPCT02050060			01:00
802	161028_HMFregCPCT_FR12254217_FR10245420_CPCT02050060			01:01
803	161028_HMFregCPCT_FR12254217_FR10245420_CPCT02050060			02:01
804	161028_HMFregCPCT_FR12254217_FR10245420_CPCT02050060			02:00
805	161028_HMFregCPCT_FR12254217_FR10245420_CPCT02050060			02:02
806	161029_HMFregCPCT_FR12244731_FR10245425_CPCT02110010			01:00
807	161029_HMFregCPCT_FR12244731_FR10245425_CPCT02110010			01:01
808	161029_HMFregCPCT_FR12244731_FR10245425_CPCT02110010			02:01
809	161029_HMFregCPCT_FR12244731_FR10245425_CPCT02110010			02:00
810	161029_HMFregCPCT_FR12244731_FR10245425_CPCT02110010			02:02
811	161029_HMFregCPCT_FR12244767_FR10245426_CPCT02110011			01:00
812	161029_HMFregCPCT_FR12244767_FR10245426_CPCT02110011			01:01
813	161029_HMFregCPCT_FR12244767_FR10245426_CPCT02110011			02:01
814	161029_HMFregCPCT_FR12244767_FR10245426_CPCT02110011			02:00
815	161029_HMFregCPCT_FR12244767_FR10245426_CPCT02110011			02:02
816	161029_HMFregCPCT_FR12244783_FR10245427_CPCT02080040			01:00
817	161029_HMFregCPCT_FR12244783_FR10245427_CPCT02080040			01:01
818	161029_HMFregCPCT_FR12244783_FR10245427_CPCT02080040			02:01
819	161029_HMFregCPCT_FR12244783_FR10245427_CPCT02080040			02:00
820	161029_HMFregCPCT_FR12244783_FR10245427_CPCT02080040			02:02
821	161031_HMFregCPCT_FR12244740_FR10245429_CPCT02070025			01:00
822	161031_HMFregCPCT_FR12244740_FR10245429_CPCT02070025			01:01
823	161031_HMFregCPCT_FR12244740_FR10245429_CPCT02070025			02:01
824	161031_HMFregCPCT_FR12244740_FR10245429_CPCT02070025			02:00
825	161031_HMFregCPCT_FR12244740_FR10245429_CPCT02070025			02:02
826	161031_HMFregCPCT_FR12244742_FR10245428_CPCT02070024			01:00
827	161031_HMFregCPCT_FR12244742_FR10245428_CPCT02070024			01:01
828	161031_HMFregCPCT_FR12244742_FR10245428_CPCT02070024			02:01
829	161031_HMFregCPCT_FR12244742_FR10245428_CPCT02070024			02:00
830	161031_HMFregCPCT_FR12244742_FR10245428_CPCT02070024			02:02
831	161101_HMFregCPCT_FR12244771_FR12244397_CPCT02030276			01:00
832	161101_HMFregCPCT_FR12244771_FR12244397_CPCT02030276			01:01
833	161101_HMFregCPCT_FR12244771_FR12244397_CPCT02030276			02:01
834	161101_HMFregCPCT_FR12244771_FR12244397_CPCT02030276			02:00
835	161101_HMFregCPCT_FR12244771_FR12244397_CPCT02030276			02:02
836	161101_HMFregCPCT_FR12244775_FR12244396_CPCT02030275			01:00
837	161101_HMFregCPCT_FR12244775_FR12244396_CPCT02030275			01:01
838	161101_HMFregCPCT_FR12244775_FR12244396_CPCT02030275			02:01
839	161101_HMFregCPCT_FR12244775_FR12244396_CPCT02030275			02:00
840	161101_HMFregCPCT_FR12244775_FR12244396_CPCT02030275			02:02
841	161101_HMFregCPCT_FR13271932_FR12244345_CPCT02020380			01:00
842	161101_HMFregCPCT_FR13271932_FR12244345_CPCT02020380			01:01
843	161101_HMFregCPCT_FR13271932_FR12244345_CPCT02020380			02:01
844	161101_HMFregCPCT_FR13271932_FR12244345_CPCT02020380			02:00
845	161101_HMFregCPCT_FR13271932_FR12244345_CPCT02020380			02:02
846	161101_HMFregCPCT_FR13271941_FR12244398_CPCT02080041			01:00
847	161101_HMFregCPCT_FR13271941_FR12244398_CPCT02080041			01:01
848	161101_HMFregCPCT_FR13271941_FR12244398_CPCT02080041			02:01
849	161101_HMFregCPCT_FR13271941_FR12244398_CPCT02080041			02:00
850	161101_HMFregCPCT_FR13271941_FR12244398_CPCT02080041			02:02
851	161101_HMFregCPCT_FR13271959_FR03631833_CPCT02140017			01:00
852	161101_HMFregCPCT_FR13271959_FR03631833_CPCT02140017			01:01
853	161101_HMFregCPCT_FR13271959_FR03631833_CPCT02140017			02:01
854	161101_HMFregCPCT_FR13271959_FR03631833_CPCT02140017			02:00
855	161101_HMFregCPCT_FR13271959_FR03631833_CPCT02140017			02:02
856	161103_HMFregCPCT_FR12244729_FR12244335_CPCT02070023			01:00
857	161103_HMFregCPCT_FR12244729_FR12244335_CPCT02070023			01:01
858	161103_HMFregCPCT_FR12244729_FR12244335_CPCT02070023			02:01
859	161103_HMFregCPCT_FR12244729_FR12244335_CPCT02070023			02:00
860	161103_HMFregCPCT_FR12244729_FR12244335_CPCT02070023			02:02
861	161108_HMFregCPCT_FR12244761_FR13272009_CPCT02020386			01:00
862	161108_HMFregCPCT_FR12244761_FR13272009_CPCT02020386			01:01
863	161108_HMFregCPCT_FR12244761_FR13272009_CPCT02020386			02:01
864	161108_HMFregCPCT_FR12244761_FR13272009_CPCT02020386			02:00
865	161108_HMFregCPCT_FR12244761_FR13272009_CPCT02020386			02:02
866	161108_HMFregCPCT_FR12244762_FR13272014_CPCT02020385			01:00
867	161108_HMFregCPCT_FR12244762_FR13272014_CPCT02020385			01:01
868	161108_HMFregCPCT_FR12244762_FR13272014_CPCT02020385			02:01
869	161108_HMFregCPCT_FR12244762_FR13272014_CPCT02020385			02:00
870	161108_HMFregCPCT_FR12244762_FR13272014_CPCT02020385			02:02
871	161108_HMFregCPCT_FR12244778_FR13272013_CPCT02020382			01:00
872	161108_HMFregCPCT_FR12244778_FR13272013_CPCT02020382			01:01
873	161108_HMFregCPCT_FR12244778_FR13272013_CPCT02020382			02:01
874	161108_HMFregCPCT_FR12244778_FR13272013_CPCT02020382			02:00
875	161108_HMFregCPCT_FR12244778_FR13272013_CPCT02020382			02:02
876	161108_HMFregCPCT_FR12244779_FR13272006_CPCT02020387			01:00
877	161108_HMFregCPCT_FR12244779_FR13272006_CPCT02020387			01:01
878	161108_HMFregCPCT_FR12244779_FR13272006_CPCT02020387			02:01
879	161108_HMFregCPCT_FR12244779_FR13272006_CPCT02020387			02:00
880	161108_HMFregCPCT_FR12244779_FR13272006_CPCT02020387			02:02
881	161112_HMFregCPCT_FR12244777_FR13272008_CPCT02020388			01:00
882	161112_HMFregCPCT_FR12244777_FR13272008_CPCT02020388			01:01
883	161112_HMFregCPCT_FR12244777_FR13272008_CPCT02020388			02:01
884	161112_HMFregCPCT_FR12244777_FR13272008_CPCT02020388			02:00
885	161112_HMFregCPCT_FR12244777_FR13272008_CPCT02020388			02:02
886	161112_HMFregCPCT_FR12244785_FR12251557_CPCT02190002			01:00
887	161112_HMFregCPCT_FR12244785_FR12251557_CPCT02190002			01:01
888	161112_HMFregCPCT_FR12244785_FR12251557_CPCT02190002			02:01
889	161112_HMFregCPCT_FR12244785_FR12251557_CPCT02190002			02:00
890	161112_HMFregCPCT_FR12244785_FR12251557_CPCT02190002			02:02
891	161112_HMFregCPCT_FR13271922_FR13272015_CPCT02020393			01:00
892	161112_HMFregCPCT_FR13271922_FR13272015_CPCT02020393			01:01
893	161112_HMFregCPCT_FR13271922_FR13272015_CPCT02020393			02:01
894	161112_HMFregCPCT_FR13271922_FR13272015_CPCT02020393			02:00
895	161112_HMFregCPCT_FR13271922_FR13272015_CPCT02020393			02:02
896	161112_HMFregCPCT_FR13271923_FR12251586_CPCT02040046			01:00
897	161112_HMFregCPCT_FR13271923_FR12251586_CPCT02040046			01:01
898	161112_HMFregCPCT_FR13271923_FR12251586_CPCT02040046			02:01
899	161112_HMFregCPCT_FR13271923_FR12251586_CPCT02040046			02:00
900	161112_HMFregCPCT_FR13271923_FR12251586_CPCT02040046			02:02
901	161112_HMFregCPCT_FR13271926_FR13272007_CPCT02020383			01:00
902	161112_HMFregCPCT_FR13271926_FR13272007_CPCT02020383			01:01
903	161112_HMFregCPCT_FR13271926_FR13272007_CPCT02020383			02:01
904	161112_HMFregCPCT_FR13271926_FR13272007_CPCT02020383			02:00
905	161112_HMFregCPCT_FR13271926_FR13272007_CPCT02020383			02:02
906	161112_HMFregCPCT_FR13271927_FR13271998_CPCT02080039			01:00
907	161112_HMFregCPCT_FR13271927_FR13271998_CPCT02080039			01:01
908	161112_HMFregCPCT_FR13271927_FR13271998_CPCT02080039			02:01
909	161112_HMFregCPCT_FR13271927_FR13271998_CPCT02080039			02:00
910	161112_HMFregCPCT_FR13271927_FR13271998_CPCT02080039			02:02
911	161113_HMFregCPCT_FR13271934_FR12251524_CPCT02030279			01:00
912	161113_HMFregCPCT_FR13271934_FR12251524_CPCT02030279			01:01
913	161113_HMFregCPCT_FR13271934_FR12251524_CPCT02030279			02:01
914	161113_HMFregCPCT_FR13271934_FR12251524_CPCT02030279			02:00
915	161113_HMFregCPCT_FR13271934_FR12251524_CPCT02030279			02:02
916	161113_HMFregCPCT_FR13271935_FR12251591_CPCT02040045			01:00
917	161113_HMFregCPCT_FR13271935_FR12251591_CPCT02040045			01:01
918	161113_HMFregCPCT_FR13271935_FR12251591_CPCT02040045			02:01
919	161113_HMFregCPCT_FR13271935_FR12251591_CPCT02040045			02:00
920	161113_HMFregCPCT_FR13271935_FR12251591_CPCT02040045			02:02
921	161113_HMFregCPCT_FR13271938_FR12254262_CPCT02030280			01:00
922	161113_HMFregCPCT_FR13271938_FR12254262_CPCT02030280			01:01
923	161113_HMFregCPCT_FR13271938_FR12254262_CPCT02030280			02:01
924	161113_HMFregCPCT_FR13271938_FR12254262_CPCT02030280			02:00
925	161113_HMFregCPCT_FR13271938_FR12254262_CPCT02030280			02:02
926	161113_HMFregCPCT_FR13271942_FR13271999_CPCT02030278			01:00
927	161113_HMFregCPCT_FR13271942_FR13271999_CPCT02030278			01:01
928	161113_HMFregCPCT_FR13271942_FR13271999_CPCT02030278			02:01
929	161113_HMFregCPCT_FR13271942_FR13271999_CPCT02030278			02:00
930	161113_HMFregCPCT_FR13271942_FR13271999_CPCT02030278			02:02
931	161113_HMFregCPCT_FR13271953_FR12251600_CPCT02040047			01:00
932	161113_HMFregCPCT_FR13271953_FR12251600_CPCT02040047			01:01
933	161113_HMFregCPCT_FR13271953_FR12251600_CPCT02040047			02:01
934	161113_HMFregCPCT_FR13271953_FR12251600_CPCT02040047			02:00
935	161113_HMFregCPCT_FR13271953_FR12251600_CPCT02040047			02:02
936	161113_HMFregCPCT_FR13271954_FR12251963_CPCT02040048			01:00
937	161113_HMFregCPCT_FR13271954_FR12251963_CPCT02040048			01:01
938	161113_HMFregCPCT_FR13271954_FR12251963_CPCT02040048			02:01
939	161113_HMFregCPCT_FR13271954_FR12251963_CPCT02040048			02:00
940	161113_HMFregCPCT_FR13271954_FR12251963_CPCT02040048			02:02
941	161117_HMFregCPCT_FR03631803_FR12244642_CPCT02020320			01:00
942	161117_HMFregCPCT_FR03631803_FR12244642_CPCT02020320			01:01
943	161117_HMFregCPCT_FR03631803_FR12244642_CPCT02020320			02:01
944	161117_HMFregCPCT_FR03631803_FR12244642_CPCT02020320			02:00
945	161117_HMFregCPCT_FR03631803_FR12244642_CPCT02020320			02:02
946	161117_HMFregCPCT_FR12245855_FR12251962_CPCT02100032			01:00
947	161117_HMFregCPCT_FR12245855_FR12251962_CPCT02100032			01:01
948	161117_HMFregCPCT_FR12245855_FR12251962_CPCT02100032			02:01
949	161117_HMFregCPCT_FR12245855_FR12251962_CPCT02100032			02:00
950	161117_HMFregCPCT_FR12245855_FR12251962_CPCT02100032			02:02
951	161118_HMFregCPCT_FR12244404_FR13272005_CPCT02070036			01:00
952	161118_HMFregCPCT_FR12244404_FR13272005_CPCT02070036			01:01
953	161118_HMFregCPCT_FR12244404_FR13272005_CPCT02070036			02:01
954	161118_HMFregCPCT_FR12244404_FR13272005_CPCT02070036			02:00
955	161118_HMFregCPCT_FR12244404_FR13272005_CPCT02070036			02:02
956	161118_HMFregCPCT_FR13271956_FR13272000_CPCT02070029			01:00
957	161118_HMFregCPCT_FR13271956_FR13272000_CPCT02070029			01:01
958	161118_HMFregCPCT_FR13271956_FR13272000_CPCT02070029			02:01
959	161118_HMFregCPCT_FR13271956_FR13272000_CPCT02070029			02:00
960	161118_HMFregCPCT_FR13271956_FR13272000_CPCT02070029			02:02
961	161118_HMFregCPCT_FR13271966_FR13272002_CPCT02070033			01:00
962	161118_HMFregCPCT_FR13271966_FR13272002_CPCT02070033			01:01
963	161118_HMFregCPCT_FR13271966_FR13272002_CPCT02070033			02:01
964	161118_HMFregCPCT_FR13271966_FR13272002_CPCT02070033			02:00
965	161118_HMFregCPCT_FR13271966_FR13272002_CPCT02070033			02:02
966	161120_HMFregCPCT_FR12244410_FR12251875_CPCT02080047			01:00
967	161120_HMFregCPCT_FR12244410_FR12251875_CPCT02080047			01:01
968	161120_HMFregCPCT_FR12244410_FR12251875_CPCT02080047			02:01
969	161120_HMFregCPCT_FR12244410_FR12251875_CPCT02080047			02:00
970	161120_HMFregCPCT_FR12244410_FR12251875_CPCT02080047			02:02
971	161120_HMFregCPCT_FR12245852_FR12254140_CPCT02010414			01:00
972	161120_HMFregCPCT_FR12245852_FR12254140_CPCT02010414			01:01
973	161120_HMFregCPCT_FR12245852_FR12254140_CPCT02010414			02:01
974	161120_HMFregCPCT_FR12245852_FR12254140_CPCT02010414			02:00
975	161120_HMFregCPCT_FR12245852_FR12254140_CPCT02010414			02:02
976	161120_HMFregCPCT_FR13271980_FR12251921_CPCT02080045			01:00
977	161120_HMFregCPCT_FR13271980_FR12251921_CPCT02080045			01:01
978	161120_HMFregCPCT_FR13271980_FR12251921_CPCT02080045			02:01
979	161120_HMFregCPCT_FR13271980_FR12251921_CPCT02080045			02:00
980	161120_HMFregCPCT_FR13271980_FR12251921_CPCT02080045			02:02
981	161123_HMFregCPCT_FR12244703_FR13275494_CPCT02060029			01:00
982	161123_HMFregCPCT_FR12244703_FR13275494_CPCT02060029			01:01
983	161123_HMFregCPCT_FR12244703_FR13275494_CPCT02060029			02:01
984	161123_HMFregCPCT_FR12244703_FR13275494_CPCT02060029			02:00
985	161123_HMFregCPCT_FR12244703_FR13275494_CPCT02060029			02:02
986	161123_HMFregCPCT_FR12244704_FR13275493_CPCT02060033			01:00
987	161123_HMFregCPCT_FR12244704_FR13275493_CPCT02060033			01:01
988	161123_HMFregCPCT_FR12244704_FR13275493_CPCT02060033			02:01
989	161123_HMFregCPCT_FR12244704_FR13275493_CPCT02060033			02:00
990	161123_HMFregCPCT_FR12244704_FR13275493_CPCT02060033			02:02
991	161123_HMFregCPCT_FR12244739_FR13275491_CPCT02060037			01:00
992	161123_HMFregCPCT_FR12244739_FR13275491_CPCT02060037			01:01
993	161123_HMFregCPCT_FR12244739_FR13275491_CPCT02060037			02:01
994	161123_HMFregCPCT_FR12244739_FR13275491_CPCT02060037			02:00
995	161123_HMFregCPCT_FR12244739_FR13275491_CPCT02060037			02:02
996	161123_HMFregCPCT_FR12244741_FR12251619_CPCT02100033			01:00
997	161123_HMFregCPCT_FR12244741_FR12251619_CPCT02100033			01:01
998	161123_HMFregCPCT_FR12244741_FR12251619_CPCT02100033			02:01
999	161123_HMFregCPCT_FR12244741_FR12251619_CPCT02100033			02:00
1000	161123_HMFregCPCT_FR12244741_FR12251619_CPCT02100033			02:02
1001	161123_HMFregCPCT_FR12244764_FR13275498_CPCT02010422			01:00
1002	161123_HMFregCPCT_FR12244764_FR13275498_CPCT02010422			01:01
1003	161123_HMFregCPCT_FR12244764_FR13275498_CPCT02010422			02:01
1004	161123_HMFregCPCT_FR12244764_FR13275498_CPCT02010422			02:00
1005	161123_HMFregCPCT_FR12244764_FR13275498_CPCT02010422			02:02
1006	161123_HMFregCPCT_FR12251913_FR12251590_CPCT02100030			01:00
1007	161123_HMFregCPCT_FR12251913_FR12251590_CPCT02100030			01:01
1008	161123_HMFregCPCT_FR12251913_FR12251590_CPCT02100030			02:01
1009	161123_HMFregCPCT_FR12251913_FR12251590_CPCT02100030			02:00
1010	161123_HMFregCPCT_FR12251913_FR12251590_CPCT02100030			02:02
1011	161123_HMFregCPCT_FR12254657_FR13275495_CPCT02060011			01:00
1012	161123_HMFregCPCT_FR12254657_FR13275495_CPCT02060011			01:01
1013	161123_HMFregCPCT_FR12254657_FR13275495_CPCT02060011			02:01
1014	161123_HMFregCPCT_FR12254657_FR13275495_CPCT02060011			02:00
1015	161123_HMFregCPCT_FR12254657_FR13275495_CPCT02060011			02:02
1016	161128_HMFregCPCT_FR12244776_FR13275489_CPCT02060041			01:00
1017	161128_HMFregCPCT_FR12244776_FR13275489_CPCT02060041			01:01
1018	161128_HMFregCPCT_FR12244776_FR13275489_CPCT02060041			02:01
1019	161128_HMFregCPCT_FR12244776_FR13275489_CPCT02060041			02:00
1020	161128_HMFregCPCT_FR12244776_FR13275489_CPCT02060041			02:02
1021	161128_HMFregCPCT_FR12244780_FR13275496_CPCT02020389			01:00
1022	161128_HMFregCPCT_FR12244780_FR13275496_CPCT02020389			01:01
1023	161128_HMFregCPCT_FR12244780_FR13275496_CPCT02020389			02:01
1024	161128_HMFregCPCT_FR12244780_FR13275496_CPCT02020389			02:00
1025	161128_HMFregCPCT_FR12244780_FR13275496_CPCT02020389			02:02
1026	161128_HMFregCPCT_FR13271940_FR13275497_CPCT02070032			01:00
1027	161128_HMFregCPCT_FR13271940_FR13275497_CPCT02070032			01:01
1028	161128_HMFregCPCT_FR13271940_FR13275497_CPCT02070032			02:01
1029	161128_HMFregCPCT_FR13271940_FR13275497_CPCT02070032			02:00
1030	161128_HMFregCPCT_FR13271940_FR13275497_CPCT02070032			02:02
1031	161128_HMFregCPCT_FR13271983_FR13275487_CPCT02060044			01:00
1032	161128_HMFregCPCT_FR13271983_FR13275487_CPCT02060044			01:01
1033	161128_HMFregCPCT_FR13271983_FR13275487_CPCT02060044			02:01
1034	161128_HMFregCPCT_FR13271983_FR13275487_CPCT02060044			02:00
1035	161128_HMFregCPCT_FR13271983_FR13275487_CPCT02060044			02:02
1036	161128_HMFregCPCT_FR13271988_FR13275486_CPCT02060045			01:00
1037	161128_HMFregCPCT_FR13271988_FR13275486_CPCT02060045			01:01
1038	161128_HMFregCPCT_FR13271988_FR13275486_CPCT02060045			02:01
1039	161128_HMFregCPCT_FR13271988_FR13275486_CPCT02060045			02:00
1040	161128_HMFregCPCT_FR13271988_FR13275486_CPCT02060045			02:02
1041	161128_HMFregDRUP_FR12244402_FR13271997_DRUP01010001			01:00
1042	161128_HMFregDRUP_FR12244402_FR13271997_DRUP01010001			01:01
1043	161128_HMFregDRUP_FR12244402_FR13271997_DRUP01010001			02:01
1044	161128_HMFregDRUP_FR12244402_FR13271997_DRUP01010001			02:00
1045	161128_HMFregDRUP_FR12244402_FR13271997_DRUP01010001			02:02
1046	161128_HMFregDRUP_FR13271970_FR12254136_DRUP01010006			01:00
1047	161128_HMFregDRUP_FR13271970_FR12254136_DRUP01010006			01:01
1048	161128_HMFregDRUP_FR13271970_FR12254136_DRUP01010006			02:01
1049	161128_HMFregDRUP_FR13271970_FR12254136_DRUP01010006			02:00
1050	161128_HMFregDRUP_FR13271970_FR12254136_DRUP01010006			02:02
1051	161130_HMFregCPCT_FR13271994_FR12244401_CPCT02010424			01:00
1052	161130_HMFregCPCT_FR13271994_FR12244401_CPCT02010424			01:01
1053	161130_HMFregCPCT_FR13271994_FR12244401_CPCT02010424			02:01
1054	161130_HMFregCPCT_FR13271994_FR12244401_CPCT02010424			02:00
1055	161130_HMFregCPCT_FR13271994_FR12244401_CPCT02010424			02:02
1056	161201_HMFregCPCT_FR12244403_FR12245849_CPCT02020398			01:00
1057	161201_HMFregCPCT_FR12244403_FR12245849_CPCT02020398			01:01
1058	161201_HMFregCPCT_FR12244403_FR12245849_CPCT02020398			02:01
1059	161201_HMFregCPCT_FR12244403_FR12245849_CPCT02020398			02:00
1060	161201_HMFregCPCT_FR12244403_FR12245849_CPCT02020398			02:02
1061	161201_HMFregCPCT_FR12251658_FR12244789_CPCT02010436			01:00
1062	161201_HMFregCPCT_FR12251658_FR12244789_CPCT02010436			01:01
1063	161201_HMFregCPCT_FR12251658_FR12244789_CPCT02010436			02:01
1064	161201_HMFregCPCT_FR12251658_FR12244789_CPCT02010436			02:00
1065	161201_HMFregCPCT_FR12251658_FR12244789_CPCT02010436			02:02
1066	161201_HMFregCPCT_FR12251821_FR12244791_CPCT02010439			01:00
1067	161201_HMFregCPCT_FR12251821_FR12244791_CPCT02010439			01:01
1068	161201_HMFregCPCT_FR12251821_FR12244791_CPCT02010439			02:01
